sentence,sentiment,predicted_sentiment
"No weather-related closures of CIS airports are expected on December 7 and 8 , the Russian Weather Service said on Friday .",neutral,1
-- Moscow Newsroom +7095 941 8520,neutral,1
Skinheads attack Bratislava Rabbi - police .,neutral,0
BRATISLAVA 1996-12-06,neutral,1
"Four skinheads attacked and insulted the rabbi of Bratislava , Baruch Meyers , in the city centre on Friday , but he escaped unharmed , a police spokesman told Reuters .",negative,1
""" A group of four skinheads attacked the rabbi , one kicked him in the hand but caused no injury , "" the spokesman said .",neutral,1
""" All four attackers were apprehended and two have been detained , "" the spokesman added",neutral,0
He was unable to give more details .,neutral,1
""" The further procedure is now in the hands of the local police investigator , "" the spokesman said .",neutral,1
"It was the second attack by skinheads in two years on Meyers , an American .",neutral,0
Meyers was not available for comment .,neutral,0
Albanian jailed for threat of bomb suicide .,neutral,2
TIRANA 1996-12-06,neutral,2
"An Albanian court on Friday sentenced a man who threatened to blow himself up outside President Sali Berisha s""                action and illegal possession of arms .",neutral,0
"Buza last April said he would blow himself up outside the presidential palace unless he was allowed to speak to Berisha , who was at the time meeting Italian President Oscar Luigi Scalfaro .",neutral,0
Buza was overpowered by riot police less than one hour after he began his action .,negative,2
""" Evaluating all the conditions of the case the court thinks the sentence should be lower than the minimum ( 15 years ) , "" Tirana judge Qazim Gjonaj added .",neutral,1
"The defendant denied the charges , saying his action was intended to urge the authorities to give him a $ 20,000 loan .",neutral,1
"Medical experts had concluded Buza was mentally unstable but fully responsible for the act he had committed , Gjonaj said .",negative,0
Polish ex-communist president to visit Pope .,neutral,2
WARSAW 1996-12-06,neutral,1
"Poland s""          likely to visit Polish-born Pope John Paul in early 1997 despite uneasy relations between the Vatican and Warsaw , the foreign minister said on Friday .",neutral,2
""" President Kwasniewski plans to visit Italy on a invitation from President Oscar Scalfaro .",neutral,0
"A meeting with the Pope is also planned , "" Dariusz Rosati told a news conference .",neutral,2
"Rosati said that the atmosphere of the meeting , if it takes place , would largely depend on the progress in talks on ratification of a treaty between Warsaw and the Vatican .",neutral,2
@,neutral,1
"The ratification of the treaty , which was signed in 1993 by the then right-centrist government , is being delayed by an ex-communist party , which won parliamentary elections in the same year and now dominates parliament .",negative,2
"The party , the Democratic Left Alliance , says the agreement would give the Catholic Church too much influence over life in Poland and could infringe on rights of other religious groups and non-believers .",negative,2
"The relations with the Vatican have also been soured by a recent relaxation of Poland s""    , which Kwasniewski signed into law last month .",negative,1
"Russia warns Norilsk , not expected to liquidate it .",neutral,0
Lynnley Browning,neutral,1
MOSCOW 1996-12-06,neutral,1
"Russian Finance Minister Alexander Livshits warned financially-troubled Norilsk Nickel on Friday that it must pay overdue taxes , but analysts said the firm would not be liquidated or that its would assets would be frozen .",neutral,2
""" Norilsk really is a big debtor , both to the federal and regional budgets , "" said Konstantin Chernyshev , equities analyst at Moscow brokerage Rinaco Plus and a Norilsk watcher . """,neutral,1
"Livshits s""                the company . """,neutral,0
The official Itar-Tass news agency quoted Livshits as telling parliamentary deputies that RAO Norilsky Nikel 0#NKEL.RUO had to pay its tax arrears and that bankruptcy procedures applied to the metals group .,negative,0
""" If it was an unsolicited statement and a bolt out of the blue , then it obviously means something , "" said Christopher Granville , chief economist at United City Bank in Moscow .",neutral,0
""" But if it was a response to a deputy question that was essentially loaded , then it was the only answer he could have given . """,neutral,1
"Russian tax and cabinet authorities , under pressure from the International Monetary Fund to boost tax revenues as a condition for receiving payments of a $ 10 billion , three-year loan to Moscow , have been striking fear into the hearts of some of Russia most prominent industrial firms by saying they must pay up or face liquidation .",negative,1
""" They could freeze metal , but it s""    long-term solution to the problem and would t""  money in the budget , "" Chernyshev said . """,neutral,1
"I do t""             ",neutral,1
"Entire social infrastructures in the icy Far North where Norilsk is based depend on the company , and Moscow has said it has no finances to resettle hundreds of thousands of people -- an expenditure which could far outstrip Norilsk s""   ",neutral,1
Norilsk officials declined to comment .,neutral,0
"Analysts said the government , while anxious about Norilsk s""                nickel , copper , cobalt , platinum and platinum group metals producer to its knees or take measures that could significantly affect output .",neutral,2
"But it also wants Norilsk , the world second-largest nickel producer , to clean up its act .",neutral,1
""" The procedure of bankruptcy will be applied , "" Tass quoted Livshits as telling Duma deputies about Norilsk .",neutral,0
"It indirectly quoted him as saying Norilsk should first pay salary arrears , which in the past have led to worker strikes .",neutral,0
""" It is unlikely that Norilsk will pay these debts in the near-term -- the company will remain a debtor in the near future , "" Chernyshev said .",neutral,0
"He estimated the company s""        one trillion roubles and said 30 percent of the giant Krasnoyarsk regional budget was fuelled by Norilsk money .",neutral,2
"Norilsk s""            bank Uneximbank , has said it is reorganising metal exports through Interrosimpex in order to boost revenues .",neutral,0
"But the changes have yet to improve significantly Norilsk s""   ",negative,2
""" Uneximbank has inherited a mountain and whether or not they climb out and over it remains to be seen , "" said one metals source .",neutral,1
"Norilsk said in September that it total debts , including unpaid salaries to workers , were 13 trillion roubles .",neutral,1
"The company said last month that it had worked out a tax payment schedule with authorities , after regional tax officials threatened to seize some nickel and copper assets .",neutral,1
"-- Moscow Newsroom , +7095 941 8520",neutral,2
Estonian Tallinna Pank 11-mo net 46.6 mln kroons .,neutral,1
TALLINN 1996-12-06,neutral,1
"Tallinna Pank , one of the largest banks in Estonia , made a 11-month 1996 net profit of 46.6 million kroons , the bank said on Friday .",neutral,1
It said in a statement that it made profits of 4.5 million kroons in November .,neutral,1
The bank made a profit of 20.1 million kroons in the first half of the year .,neutral,1
Tallinna Pank said its assets rose 17.8 million kroons to 1.84 billion kroons .,neutral,1
Demand deposits rose to 855.8 million kroons from 834.6 million kroons and time deposits increased to 295.1 million kroons from 285.3 million kroons .,neutral,1
"-- Riga Newsroom , +371 721 5240",neutral,0
Russia ready for constructive work with Albright .,positive,1
MOSCOW 1996-12-06,neutral,1
"Russia said on Friday it expected a constructive relationship with Madeleine Albright , nominated by U.S. President Bill Clinton to be Secretary of State .",neutral,1
"Interfax news agency quoted First Deputy Foreign Minister Igor Ivanov as saying Moscow was ready for "" most active and constructive "" work with Albright .",neutral,1
But he noted that policy would be shaped by Clinton and President Boris Yeltsin .,neutral,1
